name,domain,category,description,audience_estimate,audience_period,audience_source_url,audience_checked_at,public_attributes,featured_rank
PORTAL OKARIRI,okariri.com,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Milagres, CE. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":14184},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Milagres · CE · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.okariri.com"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Podcast"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
SITE MISÉRIA,miseria.com.br,Jornalismo online · Nordeste,"Veículo do segmento online no Atlas da Notícia; localização: Juazeiro do Norte, CE. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":184},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Juazeiro do Norte · CE · Nordeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.miseria.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Blogs"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
CORREIO SABIÁ,correiosabia.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":16582},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.correiosabia.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Crowdfunding"",""Doações diretas""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Possui alguma versão online (secundária)"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""criterios_de_transparencia_atlas"",""valor"":11,""source_url"":""https://api.atlas.jor.br/api/v1/media/verified""},{""atributo"":""expediente"",""valor"":""sim"",""source_url"":""https://correiosabia.com.br/quem-somos/#time""},{""atributo"":""principiosEditoriais"",""valor"":""sim"",""source_url"":""https://drive.google.com/file/d/1YFL_O9mDbaRaNhlB7hnwwPMSBsX4JiHJ/view?ref=correiosabia.com.br""},{""atributo"":""politicaDeCorrecao"",""valor"":""sim"",""source_url"":""https://correiosabia.com.br/correcao-erros/#""},{""atributo"":""afiliacaoAssociacoesJornalismo"",""valor"":""sim"",""source_url"":""https://correiosabia.com.br/quem-somos/""},{""atributo"":""propriedadeDoVeiculo"",""valor"":""sim"",""source_url"":""https://correiosabia.com.br/quem-somos/""},{""atributo"":""transparenciaDeFinanciamento"",""valor"":""sim"",""source_url"":""https://drive.google.com/file/d/1YFL_O9mDbaRaNhlB7hnwwPMSBsX4JiHJ/view?ref=correiosabia.com.br""},{""atributo"":""politicaDePrivacidade"",""valor"":""sim"",""source_url"":""https://correiosabia.com.br/privacidade/""}]",
BOATOS.ORG,boatos.org,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18604},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://Boatos.org"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Financiamento por projetos (grants, editais, apoios, patrocínios etc.)"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Fact-checking""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""criterios_de_transparencia_atlas"",""valor"":8,""source_url"":""https://api.atlas.jor.br/api/v1/media/verified""},{""atributo"":""expediente"",""valor"":""sim"",""source_url"":""https://www.boatos.org/sobre""},{""atributo"":""principiosEditoriais"",""valor"":""sim"",""source_url"":""https://www.boatos.org/sobre""},{""atributo"":""politicaDeCorrecao"",""valor"":""sim"",""source_url"":""https://www.boatos.org/sobre""},{""atributo"":""acessoProfissionaisRedação"",""valor"":""sim"",""source_url"":""https://www.boatos.org/contato""},{""atributo"":""transparenciaDeFinanciamento"",""valor"":""sim"",""source_url"":""https://www.boatos.org/sobre""},{""atributo"":""politicaDePrivacidade"",""valor"":""sim"",""source_url"":""https://www.boatos.org/politica-de-privacidade""}]",
PODER360,poder360.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":4550},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""http://www.poder360.com.br"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":false},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Conteúdo patrocinado"",""Financiamento institucional (grants, editais, grandes doações, investimento privado etc.)"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Jornalismo de dados/Análise de dados"",""Newsletters"",""Noticiário em tempo real"",""Opinião/colunistas"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""criterios_de_transparencia_atlas"",""valor"":8,""source_url"":""https://api.atlas.jor.br/api/v1/media/verified""},{""atributo"":""expediente"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/equipe/""},{""atributo"":""principiosEditoriais"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/politica-editorial/""},{""atributo"":""acessoProfissionaisRedação"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/contato/""},{""atributo"":""identificacaoDoPatrocinio"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/conteudo-patrocinado/""},{""atributo"":""identificacaoDeAutoria"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/articulistas/""},{""atributo"":""politicaDePrivacidade"",""valor"":""sim"",""source_url"":""https://www.poder360.com.br/politica-de-privacidade/""}]",
RADIO FEDERAL,portalfederal.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":286},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://portalfederal.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Parcerias"",""Prestação de serviços"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Opinião/colunistas"",""Podcast"",""Redes sociais"",""Vídeos""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
ALO BRASILIA,alobrasilia.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":290},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.alobrasilia.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Parcerias"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Opinião/colunistas"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
O PODER,opoder.com.br,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":18780},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.opoder.com.br/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Assinatura/paywall"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""caracteristicas_declaradas"",""valor"":[""Newsletters"",""Noticiário em tempo real"",""Redes sociais""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
BEM MAIS BRASÍLIA,bemmaisbrasilia.com,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":13702},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.bemmaisbrasilia.com/"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade gráfica (banners, pop-ups etc.)"",""Publicidade nativa (conteúdo jornalístico pago)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
O DEMOCRATA - DF,odemocrata.com,Jornalismo online · Centro-Oeste,"Veículo do segmento online no Atlas da Notícia; localização: Brasília, DF. Candidato pendente de validação de domínio e curadoria.",,,,,"[{""atributo"":""status_curadoria"",""valor"":""pendente_validacao_editorial""},{""atributo"":""fonte_cadastro"",""valor"":""Atlas da Notícia — API pública"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""atlas_media_id"",""valor"":17569},{""atributo"":""segmento_atlas"",""valor"":""Online""},{""atributo"":""localizacao"",""valor"":""Brasília · DF · Centro-Oeste"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""canal_site_atlas"",""valor"":""https://www.odemocrata.com"",""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""},{""atributo"":""https_anunciado_pelo_veiculo"",""valor"":true},{""atributo"":""domain_status"",""valor"":""candidato_pendente_de_crawl_e_revisao""},{""atributo"":""coletado_em"",""valor"":""2026-09-26T19:18:14.832862+00:00""},{""atributo"":""modelos_de_negocio_declarados"",""valor"":[""Conteúdo patrocinado"",""Publicidade (outros tipos)"",""Publicidade gráfica (banners, pop-ups etc.)""],""source_url"":""https://atlas.jor.br/api/documentacao-da-api/""}]",
